notification.year,notification.month,notification.hr,exam.result,testperhr
2016,11,XINGU,falciparum,1
2016,11,XINGU,negative,1764
2016,11,XINGU,non falciparum,5
2016,11,XINGU,vivax,51
2016,12,ARAGUAIA,negative,355
2016,12,ARAGUAIA,vivax,17
2016,12,BAIXO AMAZONAS,F+FG,4
2016,12,BAIXO AMAZONAS,falciparum,16
2016,12,BAIXO AMAZONAS,negative,558
2016,12,BAIXO AMAZONAS,non falciparum,17
2016,12,BAIXO AMAZONAS,vivax,15
2016,12,CARAJAS,falciparum,2
2016,12,CARAJAS,negative,734
2016,12,CARAJAS,vivax,15
2016,12,LAGO DE TUCURUI,falciparum,1
2016,12,LAGO DE TUCURUI,negative,123
2016,12,LAGO DE TUCURUI,vivax,88
2016,12,MARAJO I,falciparum,3
2016,12,MARAJO I,negative,725
2016,12,MARAJO I,non falciparum,49
2016,12,MARAJO I,vivax,530
2016,12,MARAJO II,F+V,1
2016,12,MARAJO II,falciparum,9
2016,12,MARAJO II,negative,3348
2016,12,MARAJO II,non falciparum,14
2016,12,MARAJO II,vivax,848
2016,12,METROPOLITANA I,negative,806
2016,12,METROPOLITANA I,vivax,21
2016,12,METROPOLITANA II,negative,61
2016,12,METROPOLITANA III,negative,114
2016,12,METROPOLITANA III,vivax,1
2016,12,RIO CAETES,negative,149
2016,12,RIO CAETES,vivax,2
2016,12,TAPAJOS,F+FG,6
2016,12,TAPAJOS,F+V,3
2016,12,TAPAJOS,FG,2
2016,12,TAPAJOS,V+FG,2
2016,12,TAPAJOS,falciparum,19
2016,12,TAPAJOS,negative,1826
2016,12,TAPAJOS,non falciparum,1
2016,12,TAPAJOS,vivax,233
2016,12,TOCANTINS,negative,210
2016,12,TOCANTINS,vivax,36
2016,12,XINGU,negative,989
2016,12,XINGU,non falciparum,3
2016,12,XINGU,vivax,41
2017,1,ARAGUAIA,negative,532
2017,1,ARAGUAIA,vivax,62
2017,1,BAIXO AMAZONAS,F+FG,5
2017,1,BAIXO AMAZONAS,F+V,2
2017,1,BAIXO AMAZONAS,falciparum,4
2017,1,BAIXO AMAZONAS,negative,755
2017,1,BAIXO AMAZONAS,non falciparum,41
2017,1,BAIXO AMAZONAS,vivax,41
2017,1,CARAJAS,F+V,1
2017,1,CARAJAS,falciparum,1
2017,1,CARAJAS,negative,584
2017,1,CARAJAS,vivax,15
2017,1,LAGO DE TUCURUI,F+V,1
2017,1,LAGO DE TUCURUI,negative,468
2017,1,LAGO DE TUCURUI,vivax,168
2017,1,MARAJO I,negative,741
2017,1,MARAJO I,non falciparum,12
2017,1,MARAJO I,vivax,378
2017,1,MARAJO II,F+FG,5
2017,1,MARAJO II,FG,1
2017,1,MARAJO II,V+FG,1
2017,1,MARAJO II,falciparum,15
2017,1,MARAJO II,negative,5277
2017,1,MARAJO II,non falciparum,4
2017,1,MARAJO II,vivax,1434
2017,1,METROPOLITANA I,F+FG,2
2017,1,METROPOLITANA I,negative,838
2017,1,METROPOLITANA I,vivax,23
2017,1,METROPOLITANA II,negative,57
2017,1,METROPOLITANA II,vivax,5
2017,1,METROPOLITANA III,negative,241
2017,1,METROPOLITANA III,vivax,4
2017,1,RIO CAETES,negative,251
2017,1,RIO CAETES,vivax,3
2017,1,TAPAJOS,F+FG,10
2017,1,TAPAJOS,F+V,5
2017,1,TAPAJOS,FG,1
2017,1,TAPAJOS,V+FG,2
2017,1,TAPAJOS,falciparum,41
2017,1,TAPAJOS,negative,2097
2017,1,TAPAJOS,non falciparum,4
2017,1,TAPAJOS,vivax,247
2017,1,TOCANTINS,negative,734
2017,1,TOCANTINS,non falciparum,1
2017,1,TOCANTINS,vivax,119
2017,1,XINGU,F+V,1
2017,1,XINGU,negative,1798
2017,1,XINGU,non falciparum,1
2017,1,XINGU,vivax,93
2017,2,ARAGUAIA,negative,603
2017,2,ARAGUAIA,vivax,29
2017,2,BAIXO AMAZONAS,F+FG,3
2017,2,BAIXO AMAZONAS,falciparum,4
2017,2,BAIXO AMAZONAS,negative,717
2017,2,BAIXO AMAZONAS,non falciparum,48
2017,2,BAIXO AMAZONAS,vivax,14
2017,2,CARAJAS,negative,439
2017,2,CARAJAS,vivax,10
2017,2,LAGO DE TUCURUI,F+FG,1
2017,2,LAGO DE TUCURUI,negative,408
2017,2,LAGO DE TUCURUI,vivax,86
2017,2,MARAJO I,falciparum,1
2017,2,MARAJO I,negative,975
2017,2,MARAJO I,non falciparum,18
2017,2,MARAJO I,vivax,269
2017,2,MARAJO II,F+FG,1
2017,2,MARAJO II,F+V,1
2017,2,MARAJO II,falciparum,15
2017,2,MARAJO II,negative,7096
2017,2,MARAJO II,non falciparum,12
2017,2,MARAJO II,vivax,1252
2017,2,METROPOLITANA I,falciparum,2
2017,2,METROPOLITANA I,negative,946
2017,2,METROPOLITANA I,vivax,13
2017,2,METROPOLITANA II,negative,58
2017,2,METROPOLITANA II,vivax,1
2017,2,METROPOLITANA III,negative,299
2017,2,METROPOLITANA III,vivax,1
2017,2,RIO CAETES,negative,249
2017,2,RIO CAETES,vivax,3
2017,2,TAPAJOS,F+FG,5
2017,2,TAPAJOS,F+M,1
2017,2,TAPAJOS,F+V,3
2017,2,TAPAJOS,falciparum,33
2017,2,TAPAJOS,negative,2068
2017,2,TAPAJOS,vivax,246
2017,2,TOCANTINS,F+V,1
2017,2,TOCANTINS,negative,897
2017,2,TOCANTINS,vivax,115
2017,2,XINGU,negative,1632
2017,2,XINGU,vivax,49
2017,3,ARAGUAIA,negative,640
2017,3,ARAGUAIA,non falciparum,9
2017,3,ARAGUAIA,vivax,32
2017,3,BAIXO AMAZONAS,F+FG,1
2017,3,BAIXO AMAZONAS,FG,2
2017,3,BAIXO AMAZONAS,falciparum,9
2017,3,BAIXO AMAZONAS,negative,896
2017,3,BAIXO AMAZONAS,non falciparum,22
2017,3,BAIXO AMAZONAS,vivax,25
2017,3,CARAJAS,F+FG,1
2017,3,CARAJAS,negative,517
2017,3,CARAJAS,vivax,11
2017,3,LAGO DE TUCURUI,negative,514
2017,3,LAGO DE TUCURUI,vivax,102
2017,3,MARAJO I,negative,1617
2017,3,MARAJO I,non falciparum,27
2017,3,MARAJO I,vivax,440
2017,3,MARAJO II,F+FG,1
2017,3,MARAJO II,F+V,1
2017,3,MARAJO II,falciparum,9
2017,3,MARAJO II,negative,8740
2017,3,MARAJO II,non falciparum,4
2017,3,MARAJO II,vivax,1268
2017,3,METROPOLITANA I,F+V,1
2017,3,METROPOLITANA I,negative,1155
2017,3,METROPOLITANA I,vivax,24
2017,3,METROPOLITANA II,negative,89
2017,3,METROPOLITANA II,vivax,2
2017,3,METROPOLITANA III,negative,368
2017,3,METROPOLITANA III,vivax,1
2017,3,RIO CAETES,negative,289
2017,3,TAPAJOS,F+FG,4
2017,3,TAPAJOS,falciparum,28
2017,3,TAPAJOS,negative,2224
2017,3,TAPAJOS,vivax,200
2017,3,TOCANTINS,negative,918
2017,3,TOCANTINS,vivax,94
2017,3,XINGU,negative,1801
2017,3,XINGU,vivax,34
2017,4,ARAGUAIA,negative,513
2017,4,ARAGUAIA,non falciparum,3
2017,4,ARAGUAIA,vivax,19
2017,4,BAIXO AMAZONAS,F+FG,1
2017,4,BAIXO AMAZONAS,F+V,1
2017,4,BAIXO AMAZONAS,FG,1
2017,4,BAIXO AMAZONAS,falciparum,4
2017,4,BAIXO AMAZONAS,negative,894
2017,4,BAIXO AMAZONAS,non falciparum,24
2017,4,BAIXO AMAZONAS,vivax,24
2017,4,CARAJAS,negative,577
2017,4,CARAJAS,vivax,11
2017,4,LAGO DE TUCURUI,negative,268
2017,4,LAGO DE TUCURUI,vivax,73
2017,4,MARAJO I,negative,648
2017,4,MARAJO I,non falciparum,21
2017,4,MARAJO I,vivax,214
2017,4,MARAJO II,F+FG,3
2017,4,MARAJO II,F+V,1
2017,4,MARAJO II,falciparum,6
2017,4,MARAJO II,negative,6010
2017,4,MARAJO II,non falciparum,12
2017,4,MARAJO II,vivax,1126
2017,4,METROPOLITANA I,falciparum,2
2017,4,METROPOLITANA I,negative,754
2017,4,METROPOLITANA I,vivax,14
2017,4,METROPOLITANA II,negative,55
2017,4,METROPOLITANA III,negative,166
2017,4,METROPOLITANA III,vivax,3
2017,4,RIO CAETES,negative,138
2017,4,TAPAJOS,F+FG,5
2017,4,TAPAJOS,falciparum,14
2017,4,TAPAJOS,negative,1869
2017,4,TAPAJOS,non falciparum,2
2017,4,TAPAJOS,vivax,246
2017,4,TOCANTINS,falciparum,1
2017,4,TOCANTINS,negative,614
2017,4,TOCANTINS,vivax,119
2017,4,XINGU,negative,1326
2017,4,XINGU,vivax,39
2017,5,ARAGUAIA,negative,490
2017,5,ARAGUAIA,non falciparum,21
2017,5,ARAGUAIA,vivax,34
2017,5,BAIXO AMAZONAS,V+FG,1
2017,5,BAIXO AMAZONAS,falciparum,2
2017,5,BAIXO AMAZONAS,negative,556
2017,5,BAIXO AMAZONAS,non falciparum,23
2017,5,BAIXO AMAZONAS,vivax,18
2017,5,CARAJAS,negative,290
2017,5,CARAJAS,vivax,7
2017,5,LAGO DE TUCURUI,negative,306
2017,5,LAGO DE TUCURUI,vivax,67
2017,5,MARAJO I,negative,1047
2017,5,MARAJO I,non falciparum,16
2017,5,MARAJO I,vivax,193
2017,5,MARAJO II,F+FG,3
2017,5,MARAJO II,F+M,1
2017,5,MARAJO II,F+V,3
2017,5,MARAJO II,falciparum,14
2017,5,MARAJO II,negative,6126
2017,5,MARAJO II,non falciparum,32
2017,5,MARAJO II,vivax,1226
2017,5,METROPOLITANA I,F+V,1
2017,5,METROPOLITANA I,falciparum,1
2017,5,METROPOLITANA I,negative,1217
2017,5,METROPOLITANA I,vivax,21
2017,5,METROPOLITANA II,negative,48
2017,5,METROPOLITANA III,negative,178
2017,5,METROPOLITANA III,vivax,1
2017,5,RIO CAETES,falciparum,1
2017,5,RIO CAETES,negative,174
2017,5,TAPAJOS,F+FG,3
2017,5,TAPAJOS,F+M,1
2017,5,TAPAJOS,F+V,5
2017,5,TAPAJOS,V+FG,2
2017,5,TAPAJOS,falciparum,22
2017,5,TAPAJOS,negative,2726
2017,5,TAPAJOS,non falciparum,9
2017,5,TAPAJOS,vivax,310
2017,5,TOCANTINS,falciparum,1
2017,5,TOCANTINS,negative,899
2017,5,TOCANTINS,vivax,279
2017,5,XINGU,falciparum,1
2017,5,XINGU,negative,2070
2017,5,XINGU,vivax,37
2017,6,ARAGUAIA,negative,611
2017,6,ARAGUAIA,non falciparum,7
2017,6,ARAGUAIA,vivax,24
2017,6,BAIXO AMAZONAS,V+FG,1
2017,6,BAIXO AMAZONAS,falciparum,12
2017,6,BAIXO AMAZONAS,negative,674
2017,6,BAIXO AMAZONAS,non falciparum,24
2017,6,BAIXO AMAZONAS,vivax,12
2017,6,CARAJAS,falciparum,1
2017,6,CARAJAS,negative,306
2017,6,CARAJAS,vivax,19
2017,6,LAGO DE TUCURUI,negative,478
2017,6,LAGO DE TUCURUI,vivax,143
2017,6,MARAJO I,falciparum,4
2017,6,MARAJO I,negative,594
2017,6,MARAJO I,non falciparum,18
2017,6,MARAJO I,vivax,194
2017,6,MARAJO II,F+FG,5
2017,6,MARAJO II,F+V,6
2017,6,MARAJO II,FG,2
2017,6,MARAJO II,falciparum,38
2017,6,MARAJO II,negative,7603
2017,6,MARAJO II,non falciparum,95
2017,6,MARAJO II,vivax,1805
2017,6,METROPOLITANA I,F+V,1
2017,6,METROPOLITANA I,negative,955
2017,6,METROPOLITANA I,vivax,8
2017,6,METROPOLITANA II,negative,51
2017,6,METROPOLITANA II,vivax,1
2017,6,METROPOLITANA III,negative,140
2017,6,METROPOLITANA III,vivax,2
2017,6,RIO CAETES,negative,172
2017,6,RIO CAETES,vivax,2
2017,6,TAPAJOS,F+FG,5
2017,6,TAPAJOS,F+V,6
2017,6,TAPAJOS,V+FG,3
2017,6,TAPAJOS,falciparum,23
2017,6,TAPAJOS,negative,2260
2017,6,TAPAJOS,non falciparum,12
2017,6,TAPAJOS,vivax,282
2017,6,TOCANTINS,FG,1
2017,6,TOCANTINS,negative,1609
2017,6,TOCANTINS,non falciparum,30
2017,6,TOCANTINS,vivax,629
2017,6,XINGU,negative,2033
2017,6,XINGU,vivax,47
2017,7,ARAGUAIA,negative,205
2017,7,ARAGUAIA,vivax,8
2017,7,BAIXO AMAZONAS,F+FG,4
2017,7,BAIXO AMAZONAS,F+V,1
2017,7,BAIXO AMAZONAS,FG,1
2017,7,BAIXO AMAZONAS,falciparum,13
2017,7,BAIXO AMAZONAS,negative,746
2017,7,BAIXO AMAZONAS,non falciparum,16
2017,7,BAIXO AMAZONAS,vivax,21
2017,7,CARAJAS,negative,447
2017,7,CARAJAS,vivax,9
2017,7,LAGO DE TUCURUI,falciparum,1
2017,7,LAGO DE TUCURUI,negative,483
2017,7,LAGO DE TUCURUI,vivax,120
2017,7,MARAJO I,F+V,1
2017,7,MARAJO I,negative,574
2017,7,MARAJO I,non falciparum,27
2017,7,MARAJO I,vivax,220
2017,7,MARAJO II,F+FG,2
2017,7,MARAJO II,F+V,2
2017,7,MARAJO II,FG,2
2017,7,MARAJO II,falciparum,59
2017,7,MARAJO II,negative,8873
2017,7,MARAJO II,non falciparum,44
2017,7,MARAJO II,vivax,2478
2017,7,METROPOLITANA I,F+V,3
2017,7,METROPOLITANA I,negative,882
2017,7,METROPOLITANA I,vivax,32
2017,7,METROPOLITANA II,negative,56
2017,7,METROPOLITANA II,vivax,7
2017,7,METROPOLITANA III,negative,166
2017,7,METROPOLITANA III,vivax,4
2017,7,RIO CAETES,negative,133
2017,7,RIO CAETES,vivax,4
2017,7,TAPAJOS,F+FG,1
2017,7,TAPAJOS,F+M,1
2017,7,TAPAJOS,F+V,3
2017,7,TAPAJOS,FG,1
2017,7,TAPAJOS,V+FG,2
2017,7,TAPAJOS,falciparum,32
2017,7,TAPAJOS,negative,2026
2017,7,TAPAJOS,non falciparum,36
2017,7,TAPAJOS,vivax,278
2017,7,TOCANTINS,falciparum,2
2017,7,TOCANTINS,negative,2545
2017,7,TOCANTINS,non falciparum,118
2017,7,TOCANTINS,vivax,781
2017,7,XINGU,V+FG,1
2017,7,XINGU,negative,1605
2017,7,XINGU,vivax,31
2017,8,ARAGUAIA,negative,316
2017,8,ARAGUAIA,non falciparum,1
2017,8,ARAGUAIA,vivax,8
2017,8,BAIXO AMAZONAS,F+FG,11
2017,8,BAIXO AMAZONAS,FG,4
2017,8,BAIXO AMAZONAS,falciparum,14
2017,8,BAIXO AMAZONAS,negative,1036
2017,8,BAIXO AMAZONAS,non falciparum,19
2017,8,BAIXO AMAZONAS,vivax,26
2017,8,CARAJAS,F+V,1
2017,8,CARAJAS,V+FG,1
2017,8,CARAJAS,negative,249
2017,8,CARAJAS,vivax,7
2017,8,LAGO DE TUCURUI,negative,440
2017,8,LAGO DE TUCURUI,vivax,154
2017,8,MARAJO I,falciparum,5
2017,8,MARAJO I,negative,627
2017,8,MARAJO I,non falciparum,16
2017,8,MARAJO I,vivax,330
2017,8,MARAJO II,F+FG,5
2017,8,MARAJO II,F+V,8
2017,8,MARAJO II,falciparum,54
2017,8,MARAJO II,negative,10074
2017,8,MARAJO II,non falciparum,130
2017,8,MARAJO II,vivax,3173
2017,8,METROPOLITANA I,falciparum,1
2017,8,METROPOLITANA I,negative,1195
2017,8,METROPOLITANA I,vivax,62
2017,8,METROPOLITANA II,negative,65
2017,8,METROPOLITANA II,vivax,2
2017,8,METROPOLITANA III,negative,177
2017,8,METROPOLITANA III,vivax,13
2017,8,RIO CAETES,negative,155
2017,8,RIO CAETES,vivax,5
2017,8,TAPAJOS,F+FG,6
2017,8,TAPAJOS,F+V,2
2017,8,TAPAJOS,V+FG,1
2017,8,TAPAJOS,falciparum,26
2017,8,TAPAJOS,negative,2155
2017,8,TAPAJOS,non falciparum,18
2017,8,TAPAJOS,vivax,303
2017,8,TOCANTINS,falciparum,1
2017,8,TOCANTINS,negative,2606
2017,8,TOCANTINS,non falciparum,120
2017,8,TOCANTINS,vivax,1279
2017,8,XINGU,falciparum,1
2017,8,XINGU,negative,1311
2017,8,XINGU,vivax,50
2017,9,ARAGUAIA,negative,452
2017,9,ARAGUAIA,non falciparum,2
2017,9,ARAGUAIA,vivax,13
2017,9,BAIXO AMAZONAS,F+FG,10
2017,9,BAIXO AMAZONAS,FG,5
2017,9,BAIXO AMAZONAS,falciparum,25
2017,9,BAIXO AMAZONAS,negative,975
2017,9,BAIXO AMAZONAS,non falciparum,13
2017,9,BAIXO AMAZONAS,vivax,14
2017,9,CARAJAS,F+V,1
2017,9,CARAJAS,negative,263
2017,9,CARAJAS,vivax,6
2017,9,LAGO DE TUCURUI,negative,1002
2017,9,LAGO DE TUCURUI,vivax,246
2017,9,MARAJO I,F+V,1
2017,9,MARAJO I,falciparum,2
2017,9,MARAJO I,negative,471
2017,9,MARAJO I,non falciparum,44
2017,9,MARAJO I,vivax,291
2017,9,MARAJO II,F+FG,4
2017,9,MARAJO II,F+V,3
2017,9,MARAJO II,falciparum,42
2017,9,MARAJO II,negative,11402
2017,9,MARAJO II,non falciparum,132
2017,9,MARAJO II,vivax,3874
2017,9,METROPOLITANA I,F+FG,1
2017,9,METROPOLITANA I,falciparum,1
2017,9,METROPOLITANA I,negative,984
2017,9,METROPOLITANA I,vivax,41
2017,9,METROPOLITANA II,negative,70
2017,9,METROPOLITANA II,vivax,2
2017,9,METROPOLITANA III,negative,133
2017,9,METROPOLITANA III,vivax,6
2017,9,RIO CAETES,negative,120
2017,9,RIO CAETES,vivax,4
2017,9,TAPAJOS,F+FG,2
2017,9,TAPAJOS,F+M,3
2017,9,TAPAJOS,F+V,7
2017,9,TAPAJOS,FG,1
2017,9,TAPAJOS,V+FG,1
2017,9,TAPAJOS,falciparum,55
2017,9,TAPAJOS,negative,2140
2017,9,TAPAJOS,non falciparum,50
2017,9,TAPAJOS,vivax,377
2017,9,TOCANTINS,negative,3543
2017,9,TOCANTINS,non falciparum,192
2017,9,TOCANTINS,vivax,1584
2017,9,XINGU,negative,1093
2017,9,XINGU,vivax,40
2017,10,ARAGUAIA,falciparum,2
2017,10,ARAGUAIA,negative,409
2017,10,ARAGUAIA,vivax,2
2017,10,BAIXO AMAZONAS,F+FG,7
2017,10,BAIXO AMAZONAS,F+V,1
2017,10,BAIXO AMAZONAS,falciparum,14
2017,10,BAIXO AMAZONAS,negative,601
2017,10,BAIXO AMAZONAS,non falciparum,21
2017,10,BAIXO AMAZONAS,vivax,26
2017,10,CARAJAS,V+FG,1
2017,10,CARAJAS,negative,462
2017,10,CARAJAS,vivax,6
2017,10,LAGO DE TUCURUI,negative,734
2017,10,LAGO DE TUCURUI,vivax,179
2017,10,MARAJO I,F+FG,1
2017,10,MARAJO I,falciparum,3
2017,10,MARAJO I,negative,697
2017,10,MARAJO I,non falciparum,33
2017,10,MARAJO I,vivax,285
2017,10,MARAJO II,F+FG,11
2017,10,MARAJO II,F+V,5
2017,10,MARAJO II,FG,1
2017,10,MARAJO II,V+FG,2
2017,10,MARAJO II,falciparum,38
2017,10,MARAJO II,negative,11443
2017,10,MARAJO II,non falciparum,38
2017,10,MARAJO II,vivax,3676
2017,10,METROPOLITANA I,falciparum,4
2017,10,METROPOLITANA I,negative,902
2017,10,METROPOLITANA I,vivax,54
2017,10,METROPOLITANA II,negative,44
2017,10,METROPOLITANA III,falciparum,1
2017,10,METROPOLITANA III,negative,148
2017,10,METROPOLITANA III,vivax,4
2017,10,RIO CAETES,negative,91
2017,10,RIO CAETES,vivax,6
2017,10,TAPAJOS,F+FG,4
2017,10,TAPAJOS,F+V,10
2017,10,TAPAJOS,FG,1
2017,10,TAPAJOS,falciparum,96
2017,10,TAPAJOS,negative,1926
2017,10,TAPAJOS,non falciparum,28
2017,10,TAPAJOS,vivax,461
2017,10,TOCANTINS,falciparum,1
2017,10,TOCANTINS,negative,4154
2017,10,TOCANTINS,non falciparum,242
2017,10,TOCANTINS,vivax,1414
2017,10,XINGU,falciparum,3
2017,10,XINGU,negative,1162
2017,10,XINGU,vivax,76
2017,11,ARAGUAIA,falciparum,1
2017,11,ARAGUAIA,negative,425
2017,11,ARAGUAIA,vivax,4
2017,11,BAIXO AMAZONAS,F+FG,2
2017,11,BAIXO AMAZONAS,F+V,3
2017,11,BAIXO AMAZONAS,falciparum,9
2017,11,BAIXO AMAZONAS,negative,828
2017,11,BAIXO AMAZONAS,non falciparum,36
2017,11,BAIXO AMAZONAS,vivax,47
2017,11,CARAJAS,negative,464
2017,11,CARAJAS,vivax,3
2017,11,LAGO DE TUCURUI,negative,434
2017,11,LAGO DE TUCURUI,vivax,169
2017,11,MARAJO I,F+FG,1
2017,11,MARAJO I,falciparum,17
2017,11,MARAJO I,negative,479
2017,11,MARAJO I,non falciparum,38
2017,11,MARAJO I,vivax,286
2017,11,MARAJO II,F+FG,4
2017,11,MARAJO II,F+V,2
2017,11,MARAJO II,falciparum,31
2017,11,MARAJO II,negative,7631
2017,11,MARAJO II,non falciparum,32
2017,11,MARAJO II,vivax,3597
2017,11,METROPOLITANA I,F+V,1
2017,11,METROPOLITANA I,falciparum,1
2017,11,METROPOLITANA I,negative,955
2017,11,METROPOLITANA I,vivax,63
2017,11,METROPOLITANA II,negative,54
2017,11,METROPOLITANA II,vivax,1
2017,11,METROPOLITANA III,negative,159
2017,11,METROPOLITANA III,vivax,11
2017,11,RIO CAETES,negative,117
2017,11,RIO CAETES,vivax,8
2017,11,TAPAJOS,F+FG,16
2017,11,TAPAJOS,F+M,1
2017,11,TAPAJOS,F+V,11
2017,11,TAPAJOS,FG,3
2017,11,TAPAJOS,falciparum,123
2017,11,TAPAJOS,negative,2593
2017,11,TAPAJOS,non falciparum,24
2017,11,TAPAJOS,vivax,492
2017,11,TOCANTINS,negative,2930
2017,11,TOCANTINS,non falciparum,182
2017,11,TOCANTINS,vivax,1491
2017,11,XINGU,negative,1009
2017,11,XINGU,vivax,38
2017,12,ARAGUAIA,negative,354
2017,12,ARAGUAIA,vivax,16
2017,12,BAIXO AMAZONAS,F+FG,2
2017,12,BAIXO AMAZONAS,F+V,3
2017,12,BAIXO AMAZONAS,falciparum,7
2017,12,BAIXO AMAZONAS,negative,821
2017,12,BAIXO AMAZONAS,non falciparum,34
2017,12,BAIXO AMAZONAS,vivax,31
2017,12,CARAJAS,FG,1
2017,12,CARAJAS,negative,220
2017,12,CARAJAS,vivax,8
2017,12,LAGO DE TUCURUI,negative,400
2017,12,LAGO DE TUCURUI,non falciparum,1
2017,12,LAGO DE TUCURUI,vivax,136
2017,12,MARAJO I,falciparum,3
2017,12,MARAJO I,negative,400
2017,12,MARAJO I,non falciparum,14
2017,12,MARAJO I,vivax,238
2017,12,MARAJO II,F+FG,6
2017,12,MARAJO II,F+V,5
2017,12,MARAJO II,falciparum,45
2017,12,MARAJO II,negative,7039
2017,12,MARAJO II,non falciparum,24
2017,12,MARAJO II,vivax,2949
2017,12,METROPOLITANA I,F+V,1
2017,12,METROPOLITANA I,falciparum,1
2017,12,METROPOLITANA I,negative,725
2017,12,METROPOLITANA I,vivax,55
2017,12,METROPOLITANA II,negative,50
2017,12,METROPOLITANA II,vivax,3
2017,12,METROPOLITANA III,F+FG,1
2017,12,METROPOLITANA III,negative,99
2017,12,METROPOLITANA III,vivax,5
2017,12,RIO CAETES,falciparum,1
2017,12,RIO CAETES,negative,60
2017,12,RIO CAETES,vivax,8
2017,12,TAPAJOS,F+FG,10
2017,12,TAPAJOS,F+M,1
2017,12,TAPAJOS,F+V,19
2017,12,TAPAJOS,FG,1
2017,12,TAPAJOS,V+FG,1
2017,12,TAPAJOS,falciparum,102
2017,12,TAPAJOS,negative,2135
2017,12,TAPAJOS,non falciparum,8
2017,12,TAPAJOS,vivax,421
2017,12,TOCANTINS,F+V,1
2017,12,TOCANTINS,negative,1985
2017,12,TOCANTINS,non falciparum,70
2017,12,TOCANTINS,vivax,1010
2017,12,XINGU,falciparum,1
2017,12,XINGU,negative,639
2017,12,XINGU,vivax,34
2018,1,ARAGUAIA,negative,447
2018,1,ARAGUAIA,non falciparum,2
2018,1,ARAGUAIA,vivax,8
2018,1,BAIXO AMAZONAS,F+FG,1
2018,1,BAIXO AMAZONAS,F+V,2
2018,1,BAIXO AMAZONAS,V+FG,1
2018,1,BAIXO AMAZONAS,falciparum,11
2018,1,BAIXO AMAZONAS,negative,703
2018,1,BAIXO AMAZONAS,non falciparum,32
2018,1,BAIXO AMAZONAS,vivax,46
2018,1,CARAJAS,negative,314
2018,1,CARAJAS,vivax,33
2018,1,LAGO DE TUCURUI,negative,941
2018,1,LAGO DE TUCURUI,vivax,227
2018,1,MARAJO I,F+FG,1
2018,1,MARAJO I,F+V,1
2018,1,MARAJO I,V+FG,1
2018,1,MARAJO I,falciparum,3
2018,1,MARAJO I,negative,676
2018,1,MARAJO I,non falciparum,23
2018,1,MARAJO I,vivax,293
2018,1,MARAJO II,F+FG,6
2018,1,MARAJO II,falciparum,22
2018,1,MARAJO II,negative,6998
2018,1,MARAJO II,non falciparum,29
2018,1,MARAJO II,vivax,3085
2018,1,METROPOLITANA I,F+V,2
2018,1,METROPOLITANA I,FG,1
2018,1,METROPOLITANA I,negative,742
2018,1,METROPOLITANA I,vivax,65
2018,1,METROPOLITANA II,negative,58
2018,1,METROPOLITANA II,vivax,2
2018,1,METROPOLITANA III,negative,155
2018,1,METROPOLITANA III,vivax,11
2018,1,RIO CAETES,negative,165
2018,1,RIO CAETES,vivax,32
2018,1,TAPAJOS,F+FG,8
2018,1,TAPAJOS,F+V,10
2018,1,TAPAJOS,falciparum,48
2018,1,TAPAJOS,negative,2234
2018,1,TAPAJOS,non falciparum,4
2018,1,TAPAJOS,vivax,394
2018,1,TOCANTINS,negative,2597
2018,1,TOCANTINS,non falciparum,70
2018,1,TOCANTINS,vivax,1487
2018,1,XINGU,negative,1243
2018,1,XINGU,vivax,49
2018,2,ARAGUAIA,negative,348
2018,2,ARAGUAIA,vivax,6
2018,2,BAIXO AMAZONAS,F+FG,6
2018,2,BAIXO AMAZONAS,F+V,2
2018,2,BAIXO AMAZONAS,FG,1
2018,2,BAIXO AMAZONAS,V+FG,1
2018,2,BAIXO AMAZONAS,falciparum,18
2018,2,BAIXO AMAZONAS,negative,872
2018,2,BAIXO AMAZONAS,non falciparum,19
2018,2,BAIXO AMAZONAS,vivax,36
2018,2,CARAJAS,negative,152
2018,2,CARAJAS,vivax,7
2018,2,LAGO DE TUCURUI,negative,857
2018,2,LAGO DE TUCURUI,vivax,141
2018,2,MARAJO I,F+V,1
2018,2,MARAJO I,negative,711
2018,2,MARAJO I,non falciparum,16
2018,2,MARAJO I,vivax,281
2018,2,MARAJO II,F+FG,3
2018,2,MARAJO II,F+V,1
2018,2,MARAJO II,falciparum,34
2018,2,MARAJO II,negative,8089
2018,2,MARAJO II,non falciparum,22
2018,2,MARAJO II,vivax,2802
2018,2,METROPOLITANA I,F+FG,1
2018,2,METROPOLITANA I,F+V,1
2018,2,METROPOLITANA I,FG,1
2018,2,METROPOLITANA I,negative,861
2018,2,METROPOLITANA I,vivax,51
2018,2,METROPOLITANA II,negative,68
2018,2,METROPOLITANA III,F+V,1
2018,2,METROPOLITANA III,negative,206
2018,2,METROPOLITANA III,vivax,13
2018,2,RIO CAETES,negative,165
2018,2,RIO CAETES,vivax,30
2018,2,TAPAJOS,F+FG,8
2018,2,TAPAJOS,F+V,3
2018,2,TAPAJOS,V+FG,2
2018,2,TAPAJOS,falciparum,59
2018,2,TAPAJOS,negative,1685
2018,2,TAPAJOS,non falciparum,3
2018,2,TAPAJOS,vivax,331
2018,2,TOCANTINS,negative,2893
2018,2,TOCANTINS,non falciparum,125
2018,2,TOCANTINS,vivax,1045
2018,2,XINGU,F+FG,1
